compound,LogP,num_ring,tc,num_hba,num_hbd,A_E_HOMO (a.u.),A_E_LUMO (a.u.),A_Molweight (Da),A_Total Atoms (n),A_Volume (Angstrom^3),A_Surface area (Bohr^2),A_Positive surface area (Bohr^2),A_Negative surface area (Bohr^2),A_Electric Density (g/cm^3),A_Potential Minimal value (kcal/mol),A_Potential Maximal value (kcal/mol),A_Internal charge separation (a.u.),A_MPI (eV),A_Nonpolar surface area (Angstrom^2),A_Polar surface area (Angstrom^2),A_Overall skewness (),A_Sphericity (),Vertical IP,Vertical EA,Mulliken electronegativity,Chemical potential,Hardness,Softness,Nucleophilicity index,Electrophilicity index,ESP_MAX_O_e,ESP_Pi_O_e,ALIE_AVG_O_e,LEA_MAX_O_e,rho_All_AVG_O_e,EDensity_MIN_O_e,EDensity_MAX_O_e,smiles,Metal,delta_G,Ionic_Radius,Atomic_Number,electronegativity,MW,coord_num,FirstIE,SecondIE,ThirdIE
CID_717664,1.9532,1,75.63,3,2,-0.23056,-0.027067,208.19109,25,1681.93509,861.60087,0.0,861.60087,1.3871,-144.71328,-25.01733,0.04080091,3.36491385,0.0,241.27,-0.3084441468,0.7938,0.158497,-0.122018,0.01824,-0.01824,0.280515,3.564877,0.244644,0.000593,-102.59912591,6.545771,9.476372999999999,-17.90836187,-0.003014625,0.0039828220000000004,0.004009827,CCOC(=O)NC1=CC=CC=C1C(=O)O,deltaG_Ni_4,-0.0380573820000336,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_20528626,1.3022999999999998,1,55.760000000000005,3,1,-0.264315,0.004544,165.10447,20,1295.38137,651.99316,0.0,651.99316,1.4283,-145.71507,-35.04663,0.05322548,3.82268278,0.0,182.58,-0.2592260546,0.8814,0.171099,-0.137239,0.01693,-0.01693,0.308339,3.243185,0.236135,0.000465,-116.96230298500001,3.403423,9.736628,-18.875877335,-0.002665675,0.0039846264999999995,0.004008787,CCC1CCOP(=O)(O1)O,deltaG_Ni_4,-0.0428875200002494,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_88467,1.1945,0,63.60000000000001,3,1,-0.231493,0.004404,173.18674,25,1584.93876,850.55729,0.0,850.55729,1.2245,-160.32451,-7.01018,0.05768865,3.10764175,2.23,235.95,-0.5306768259,0.7729,,,,,,,,,-117.529448105,6.3472755,9.156027,-16.528067075000003,-0.003152325,0.003984191,0.004010571,COC(=O)CCCCCC(=O)O,deltaG_Ni_4,-0.0597158820003187,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_4525385,0.4806,1,92.42,2,3,-0.238341,-0.01064,193.17971,23,1583.52589,805.55343,0.0,805.55343,1.367,-143.31839,-12.91151,0.04242788,3.48440562,0.0,225.58,0.0137980222,0.8156,0.154433,-0.123272,0.015581,-0.015581,0.277705,3.600948,0.251516,0.000437,-101.52498260499999,6.601656,9.464151000000001,-17.819946100000003,-0.00308592,0.0039840785,0.0040083885,C1=CC=C(C=C1)C(C(=O)O)NC(=O)N,deltaG_Ni_4,-0.0373398839997207,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_14088720,4.347400000000004,0,46.53,2,1,-0.248476,0.004213,249.30727,42,2443.13254,1199.636,0.0,1199.636,1.1435,-148.75592,-18.99591,0.04310076,2.87969424,0.0,335.93,-0.9035475056,0.7313,0.154824,-0.110277,0.022273,-0.022273,0.265102,3.772139,0.247176,0.000936,-119.22074100500001,4.4412705,9.335033500000002,-17.805434560000002,-0.0028670049999999997,0.0039881835,0.004008374,CCCCCCCCP(=O)(O)OC(C)CC,deltaG_Ni_4,-0.0633479600005557,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_153771465,3.089600000000001,2,37.3,1,1,-0.225209,0.004142,207.28925,34,1912.01789,830.27186,0.0,830.27186,1.2149,-155.18433,-34.83232,0.0388188,3.37420413,0.0,232.5,-1.0405090922,0.8973,,,,,,,,,-116.701532075,5.907769,9.158024999999999,-17.146100425,-0.003237955,0.003988576000000001,0.004008477999999999,CC1(CC2CC1(C=C2)C(C)(C)C)C(=O)O,deltaG_Ni_4,-0.0819998580000174,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_156775948,1.9470999999999998,0,63.6,3,1,-0.275743,-0.04108,205.16844,27,1769.11633,880.27824,0.0,880.27824,1.2996,-139.62731,-27.14411,0.04435089,3.40300674,0.0,246.5,-0.5624450608,0.8036,0.184809,-0.125202,0.029803,-0.029803,0.310012,3.225684,0.22009,0.001433,-106.2375701,4.027704,9.7633255,-19.304196775,-0.00274444,0.0039845255,0.0040100495,CC(C)CP(=O)(O)OC(=O)C(=C)C,deltaG_Ni_4,-0.0369265500003166,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_134817866,3.0391000000000012,0,46.53,2,1,-0.239434,-0.011694,229.36856,36,2196.86654,1004.29147,0.0,1004.29147,1.17,-153.42383,-29.45502,0.04067928,3.11543782,0.0,281.23,-0.9582951761,0.8138,0.153405,-0.10113,0.026137,-0.026137,0.254535,3.928729,0.266519,0.001342,-110.358403245,6.589278,8.756423999999999,-17.130700965,-0.0028418999999999996,0.003987421,0.0040092525,CC(C)(C)[Si](C)(C)OCCC(=C)C(=O)O,deltaG_Ni_4,-0.0652290299997275,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_106499586,2.5507000000000004,2,69.56,3,3,-0.223748,0.00051,282.39903,48,2636.58481,1198.31292,0.0,1198.31292,1.2002,-154.93528,-19.66756,0.04520481,2.63348658,0.0,335.56,-1.1720149559,0.7702,0.138667,-0.097526,0.02057,-0.02057,0.236193,4.233829,0.267229,0.000896,-110.443634505,6.8867155,9.223354,-17.467699945,-0.00317585,0.003986423,0.0040100305,C[C@@H](C1CCCCC1)NCC2(CCC(CC2)C(=O)O)O,deltaG_Ni_4,-0.0628335300004891,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_6483884,1.9496,1,46.53,2,1,-0.236577,-0.024313,177.17704,22,1541.09286,805.73566,0.0,805.73566,1.2883,-155.58583,-17.31792,0.05202009,3.35488403,0.0,225.63,-0.4879718292,0.8008,0.150536,-0.119417,0.015559,-0.015559,0.269953,3.704352,0.261001,0.000448,-114.15282224,6.420918,9.4477595,-17.784657445,-0.0030466,0.0039836245,0.0040084675,C=CCOC1=CC=CC(=C1)C(=O)O,deltaG_Ni_4,-0.0583729699999366,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_59968107,5.408200000000004,0,37.3,1,1,-0.225913,0.004556,255.41675,49,2746.43243,1391.80382,0.0,1391.80382,1.0421,-160.3891,-8.70811,0.05332869,2.28048871,1.09,388.65,-1.1596065539,0.6814,0.128205,-0.084695,0.021755,-0.021755,0.2129,4.697052,0.289393,0.001111,-119.770891385,6.2108384999999995,8.82228,-16.063813555,-0.003184625,0.003988602,0.004009638,CCCCCCCCCCCCC[C@@H](C)C(=O)O,deltaG_Ni_4,-0.0605108980003024,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_87554891,3.0629000000000017,0,77.76,3,3,-0.247216,0.005403,259.36232,45,2554.42481,1289.02453,0.0,1289.02453,1.1378,-139.96668,-11.38787,0.05162977,2.46376712,0.0,360.96,-0.712899597,0.7011,0.155739,-0.093462,0.031139,-0.031139,0.249201,4.012825,0.26241,0.001945,-104.951690755,6.0119705,9.466932,-18.004420019999998,-0.003250565,0.0039884985,0.0040111995,CCCCCCCCCCCCC(C(=O)O)(O)O,deltaG_Ni_4,-0.0241732419999607,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_160223159,1.8804999999999998,1,55.760000000000005,3,1,-0.228737,-0.034754,203.15256,25,1662.90487,822.85254,0.0,822.85254,1.369,-141.32047,-26.31217,0.04609617,3.49507326,0.0,230.42,-0.4358671656,0.8249,0.168615,-0.126085,0.021265,-0.021265,0.2947,3.393283,0.224514,0.000767,-117.06255835,3.473918,9.830490999999999,-19.315666165,-0.0026522200000000003,0.003988924,0.004009294,CC1C=CC=CC1OP(=O)(O)OC,deltaG_Ni_4,-0.0486524200000531,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_5282986,2.780800000000001,0,54.370000000000005,2,1,-0.230938,-0.015266,199.26718,33,1974.98493,1027.95613,0.0,1027.95613,1.1306,-159.15246,-10.92014,0.05563739,2.73723549,0.0,287.86,-0.826035036,0.7405,0.133874,-0.09632,0.018777,-0.018777,0.230194,4.344155,0.288872,0.000766,-114.786939185,6.578189500000001,8.842897,-14.861999345000001,-0.0031300499999999997,0.003984275000000001,0.004008597,CCC(=O)CCCCCCCC(=O)O,deltaG_Ni_4,-0.0626050840005518,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_71322605,1.6909999999999998,0,75.99000000000001,4,2,-0.26442,0.006384,225.19961,32,1935.8463,969.1725,0.0,969.1725,1.3036,-135.9005,-30.28516,0.04468118,3.22299104,0.0,271.4,-0.5676637314,0.7751,0.184227,-0.122961,0.030633,-0.030633,0.307188,3.255334,0.212264,0.001527,-110.524244865,3.38199,9.987568,-19.99117846,-0.002640255,0.0039900165000000005,0.0040120325,CCCCOP(=O)(O)OCC(CC)O,deltaG_Ni_4,-0.0477797600001395,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_5282744,5.328300000000005,0,37.3,1,1,-0.230533,0.0042,253.40087,47,2702.56938,1393.85021,0.0,1393.85021,1.0507,-160.35387,-7.93246,0.05425816,2.20634029,3.08,387.24,-1.1830184374,0.6732,0.131689,-0.082002,0.024843,-0.024843,0.21369,4.679672,0.28976,0.001444,-116.367909305,6.4490955,8.8480485,-14.728346559999999,-0.0031346150000000003,0.003986323,0.00400865,CCCCCCCCC/C=C/CCCCC(=O)O,deltaG_Ni_4,-0.0623527299997022,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_87451828,1.2801999999999998,0,75.96,4,1,-0.261846,-0.0038,192.12985,23,1573.53332,800.25717,0.0,800.25717,1.3682,-137.19892,-37.75614,0.03854768,3.52670637,0.0,224.09,-0.5614112312,0.8175,0.179205,-0.135443,0.021881,-0.021881,0.314647,3.178161,0.221691,0.000761,-101.5044954,4.595509,9.709817000000001,-19.48674604,-0.00265161,0.003980821000000001,0.0040102455000000006,CCC(C)OP(=O)(CN=C=O)O,deltaG_Ni_4,-0.0359467700002369,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_22226197,1.2150999999999998,0,82.06,5,1,-0.273583,-0.050609,223.14063,26,1752.22033,872.77485,0.0,872.77485,1.427,-138.17796,-12.28632,0.04349951,3.32115422,0.0,244.4,-0.3427291117,0.8053,0.18573,-0.106743,0.039494,-0.039494,0.292473,3.419123,0.219977,0.002666,-112.90747286000001,3.541008,9.892905,-19.804484334999998,-0.00269132,0.003981765,0.004009347,CCOP(=O)(O)OC(C)OC(=O)C=C,deltaG_Ni_4,-0.0531849600006353,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_3343857,2.3065,2,46.53,2,1,-0.234396,-0.025661,261.23345,32,2194.11774,1071.1071,0.0,1071.1071,1.3342,-149.21583,-13.93564,0.04682969,3.09253045,0.0,299.94,-0.535654732,0.7624,0.15536,-0.113662,0.020849,-0.020849,0.269021,3.71718,0.233623,0.000808,-115.02384427999999,5.0975125,9.3187985,-18.37185855,-0.00270461,0.003984633,0.0040096995,CCOC1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)O,deltaG_Ni_4,-0.0481872200002726,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_57072819,1.319,2,77.76,3,3,-0.230253,-0.01862,249.17962,27,1950.7533,952.87228,20.92907,931.9432,1.4314,-148.96639,14.06804,0.04492879,3.28896841,8.33,258.5,-0.1832196261,0.7924,0.154451,-0.109109,0.022671,-0.022671,0.26356,3.794198,0.233749,0.000975,-113.87102043499999,5.238592000000001,9.295641,-18.537244485000002,-0.00269242,0.003986553,0.004008467,C1=CC(=CC=C1O)P(=O)(C2=CC=C(C=C2)O)O,deltaG_Ni_4,-0.0477409999998599,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_129726586,2.9469000000000003,0,54.370000000000005,2,1,-0.225541,-0.017524,211.27792,34,2088.62883,1097.82463,0.0,1097.82463,1.1335,-148.43761,-10.81074,0.05763001,2.63313043,0.0,307.42,-0.7832676581,0.7198,0.134189,-0.096546,0.018821,-0.018821,0.230735,4.333978,0.274598,0.000768,-103.81766118499999,6.0042905,9.680318499999998,-18.569782425,-0.003041355,0.003987004000000001,0.00400992,CC=CCCCCCCCC(=O)C(=O)O,deltaG_Ni_4,-0.0299913360004211,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_5282720,2.2074999999999996,0,37.3,1,1,-0.231451,0.007442,141.18793,23,1447.91905,777.31232,0.0,777.31232,1.0927,-160.17739,-19.61365,0.05680997,3.30095899,0.0,217.67,-0.6064821199,0.7963,0.130636,-0.116693,0.006971,-0.006971,0.247328,4.043206,0.282049,9.8e-05,-118.17954283,6.4326185,9.164646000000001,-16.323234025,-0.00311498,0.0039843385,0.004008895,C/C=C\CCCCC(=O)O,deltaG_Ni_4,-0.0651623120006661,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_122030252,2.918000000000001,1,52.57,3,2,-0.223511,-0.003509,307.45163,53,3012.78064,1387.50277,0.0,1387.50277,1.1435,-159.35955,-9.68371,0.04883419,2.41882024,0.22,388.32,-1.2096064671,0.727,0.13165,-0.088814,0.021418,-0.021418,0.220464,4.535888,0.283127,0.00104,-116.78405551,6.440201,8.828957500000001,-15.729972695,-0.0031724350000000004,0.0039874595,0.004009452,CC(C)C(CNC1CCC(CC1)C(=O)O)N(CC=C)CC=C,deltaG_Ni_4,-0.0599176260002423,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_23173900,2.3212000000000006,0,37.3,1,1,-0.229771,0.002792,163.17478,26,1585.08449,781.17784,0.0,781.17784,1.1536,-152.8384,-44.19527,0.04065656,3.59057995,0.0,218.75,-0.8836081611,0.8416,0.141873,-0.138698,0.001587,-0.001587,0.28057,3.56417,0.255563,4e-06,-114.492105195,5.741657,9.0827605,-18.209827580000002,-0.003077,0.003988905500000001,0.004008289999999999,CC(C)CP(=O)(C(C)C)O,deltaG_Ni_4,-0.0724898319999738,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_64243835,3.332300000000002,2,49.33,2,2,-0.20352,0.002297,252.37301,44,2406.84339,1090.00663,0.0,1090.00663,1.175,-154.98433,-31.90373,0.03941514,3.01233629,0.0,305.23,-1.2376895105,0.7968,0.119694,-0.113677,0.003008,-0.003008,0.233371,4.285022,0.28291,1.9e-05,-116.87050058,6.1632964999999995,8.865429500000001,-16.138449815,-0.00323107,0.0039903705,0.0040086215,CCC1CCCC(C1)(C(=O)O)NC2CCCCC2,deltaG_Ni_4,-0.0628532920004545,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_63833723,2.3429,2,75.63,3,2,-0.227017,-0.000195,296.38256,47,2674.18676,1221.71232,9.43961,1212.27271,1.242,-156.88755,8.39164,0.04983594,2.62877257,5.96,336.15,-0.9420893538,0.7626,0.134681,-0.092755,0.020963,-0.020963,0.227436,4.396844,0.280948,0.000966,-113.891764835,6.601017499999999,8.857329,-15.80935038,-0.003191075,0.0039901955,0.004008369,C1CCC(CC1)OCCNC(=O)C2CCC(CC2)C(=O)O,deltaG_Ni_4,-0.0549924459999147,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_555520,0.4340000000000001,1,75.67999999999999,3,2,-0.225622,-0.035136,163.15369,19,1371.41352,708.26284,0.0,708.26284,1.3331,-155.24382,-22.57373,0.05630446,3.66509633,0.0,198.33,-0.261354926,0.8428,0.134788,-0.126528,0.00413,-0.00413,0.261316,3.826784,0.272631,3.3e-05,-112.6678922,5.615753,9.188188,-17.20413868,-0.002897465,0.003980542,0.004010077,C1=CC=C(C=C1)C(=NN)C(=O)O,deltaG_Ni_4,-0.0601184480003667,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_153818615,2.242100000000001,0,49.769999999999996,2,1,-0.218252,0.003213,208.21544,32,1890.08615,889.54011,0.0,889.54011,1.2345,-147.20048,-42.71483,0.03721649,3.42710831,0.0,249.1,-0.9247052717,0.8311,0.143469,-0.137552,0.002958,-0.002958,0.281022,3.558446,0.24894,1.6e-05,-119.870185725,4.480116,9.457728,-18.442537285,-0.00276545,0.003988037,0.004009671,CCOP(=O)(N(C(C)C)C(C)C)O,deltaG_Ni_4,-0.074179398000524,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_11300303,2.6093,2,54.370000000000005,2,1,-0.24184,-0.027581,273.32727,32,2221.20627,1041.44046,0.0,1041.44046,1.3789,-140.94544,-18.54814,0.03905582,3.07642738,0.0,291.63,-0.4420873044,0.7905,0.159957,-0.112813,0.023572,-0.023572,0.272769,3.6661,0.237609,0.001019,-97.094324895,6.551353499999999,9.6829795,-19.07357613,-0.00304866,0.0039847845,0.0040118155,C1=CC=C(C=C1)C(C2=CC=CC=C2)[S@](=O)CC(=O)O,deltaG_Ni_4,-0.040044609999768,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_71196920,1.0288,1,66.76,3,2,-0.233159,0.003661,201.23997,31,1807.11825,870.88787,0.0,870.88787,1.2479,-158.20222,-18.84256,0.05399162,3.19320193,0.0,243.87,-0.636229201,0.8238,0.145117,-0.118242,0.013438,-0.013438,0.263359,3.797101,0.267976,0.000343,-122.63901886,5.226184,9.3165185,-17.82935132,-0.00315591,0.003987341,0.0040113300000000005,COCCC1CCC(CC1)(C(=O)O)O,deltaG_Ni_4,-0.0582389840003543,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_71331212,3.1742000000000012,1,57.53,2,2,-0.225836,-0.011187,267.28109,38,2414.25439,1146.63116,0.0,1146.63116,1.2406,-141.62515,-12.6998,0.04544709,2.82724462,0.0,321.09,-0.7209856307,0.759,0.148517,-0.100074,0.024221,-0.024221,0.248592,4.022662,0.244374,0.00118,-108.98150595,5.0421265,9.4186205,-18.266524915,-0.002838205,0.0039850685,0.0040091615,CC=CC(O)P(=O)(CCCCC1=CC=CC=C1)O,deltaG_Ni_4,-0.0441463999995903,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_773821,2.7105999999999995,2,75.35,3,3,-0.201276,-0.023272,227.23913,28,1914.87633,949.53434,0.0,949.53434,1.3298,-157.31643,-6.81721,0.05490804,3.00489756,1.14,264.75,-0.6057700489,0.7854,0.144289,-0.10356,0.020364,-0.020364,0.247849,4.034713,0.267879,0.000837,-111.44375704000001,6.5255015,9.086907499999999,-15.967949765,-0.0030535700000000002,0.003987837,0.004008124,C1=CC=C(C=C1)NC2=C(C=C(C=C2)C(=O)O)N,deltaG_Ni_4,-0.0570821839999098,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_167425411,6.926400000000007,1,37.3,1,1,-0.222612,0.001948,337.56057,65,3496.53793,1617.28428,0.0,1617.28428,1.0818,-158.01467,-22.08349,0.03561486,2.52188819,0.0,452.89,-1.6152961587,0.6888,,,,,,,,,-116.833988585,6.552859,8.964625,-16.600929694999998,-0.003124265,0.003986755,0.004008988,CCCCCC1CCC(CC1C(=O)O)CCC(C)CCCC(C)C,deltaG_Ni_4,-0.081618180000305,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_19023861,9.6993,0,37.3,1,1,-0.225061,0.002231,409.70954,82,4447.65088,2185.21699,0.0,2185.21699,1.0323,-160.00691,-8.67587,0.04082542,1.9183538,1.14,610.78,-1.7271163823,0.5985,0.130151,-0.077621,0.026265,-0.026265,0.207772,4.812973,0.275116,0.00166,-120.36816716999999,6.0052125,9.094023,-16.354792815,-0.003233125,0.003985164,0.0040097975000000004,CCCCCCCCCCCCCC(CCCCCCCCCCCC)C(=O)O,deltaG_Ni_4,-0.0668695899998965,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_739509,1.9528999999999999,2,79.29,4,2,-0.238832,-0.045608,235.23935,23,1771.69212,899.48917,35.32151,864.16766,1.4879,-155.75207,22.71632,0.05493882,3.09844751,23.48,228.41,-0.0729921751,0.7872,,,,,,,,,9.2410295,,0.0020027985,-0.018249840205,,,,CC(=O)NC1=NC2=C(S1)C=C(C=C2)C(=O)O,deltaG_Ni_4,-0.0556521499995597,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_22371560,6.737600000000008,0,46.53,2,1,-0.230738,0.002633,341.54924,65,3588.74953,1777.13944,0.0,1777.13944,1.0665,-160.51702,-7.37875,0.04907279,1.88633756,6.44,491.21,-1.5241272796,0.6379,0.129684,-0.078411,0.025637,-0.025637,0.208095,4.805504,0.28263,0.001579,-118.70810706500001,6.3802495,9.1569155,-16.15142189,-0.003097805,0.003988065,0.0040092915,CCCCCCCCC(CCCCCCCCCCC(=O)O)OC,deltaG_Ni_4,-0.0594680200001676,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_23085249,2.2432,2,51.46,3,1,-0.221448,-0.014168,230.23977,29,1937.2064,950.72202,0.0,950.72202,1.3318,-154.80535,-12.01208,0.04992486,3.18687957,0.0,266.23,-0.3849226803,0.7905,0.141114,-0.107395,0.01686,-0.01686,0.248508,4.024007,0.256091,0.000572,-116.432299805,5.9033875,9.357172,-18.218377295,-0.0029487050000000002,0.0039823445,0.0040086605,COC1=CC=CC(=C1)CN2C=CC=C2C(=O)O,deltaG_Ni_4,-0.0603162440002051,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_141539001,2.0900000000000003,1,46.53,2,1,-0.254237,-0.018178,211.17462,26,1798.33483,899.60771,0.0,899.60771,1.3159,-145.56053,-25.72414,0.04791159,3.34093714,0.0,251.92,-0.5142983538,0.795,0.173217,-0.123071,0.025073,-0.025073,0.296288,3.375092,0.223658,0.001061,-113.373839505,4.4683545,9.5963905,-18.7683345,-0.002674675,0.003987303,0.0040093105,CC=CCOP(=O)(C1=CC=CC=C1)O,deltaG_Ni_4,-0.0418368199996166,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_156056603,2.996500000000002,2,57.53,2,2,-0.233397,3.4e-05,259.30212,41,2298.36171,1011.97245,0.0,1011.97245,1.2643,-151.23187,-18.40605,0.03989664,3.07633331,0.0,283.38,-1.1311514989,0.8323,0.150625,-0.117256,0.016685,-0.016685,0.267881,3.733006,0.244236,0.00052,-110.527099365,5.9111415,9.049629,-18.022658749999998,-0.00287876,0.0039865595,0.0040095025,CP(=O)(C1CCCCC1C2CCCCC2O)O,deltaG_Ni_4,-0.0706933099995694,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_17861605,2.4726000000000012,1,55.760000000000005,3,1,-0.258547,0.004889,207.18432,29,1725.31525,800.85294,0.0,800.85294,1.3457,-145.59505,-37.80192,0.04802831,3.4649131,0.0,224.26,-0.6471524905,0.8686,0.172825,-0.133294,0.019765,-0.019765,0.306119,3.266704,0.232545,0.000638,-120.783936315,3.5514305,9.6650045,-19.681679520000003,-0.0025914700000000002,0.0039841435000000005,0.004010469500000001,CC1CCCCCCOP(=O)(O1)O,deltaG_Ni_4,-0.0479543660001127,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_106597,1.3706,1,63.60000000000001,3,1,-0.252085,-0.062932,205.18718,24,1711.97779,895.4364,0.0,895.4364,1.3431,-149.29403,-11.05042,0.05248532,3.09101067,0.0,250.75,-0.3817473335,0.7729,0.15977,-0.102173,0.028798,-0.028798,0.261943,3.817623,0.251494,0.001583,-107.44174322,5.989428,9.611325,-18.003681205,-0.00306673,0.0039847975,0.0040090165,C1=CC=C(C=C1)COC(=O)C=CC(=O)O,deltaG_Ni_4,-0.0392993199995999,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_129926943,1.7124,2,54.370000000000005,2,1,-0.232561,-0.017285,195.23542,29,1706.20138,788.93142,0.0,788.93142,1.2823,-151.69971,-35.94978,0.04128079,3.37247119,0.0,220.92,-0.7711645223,0.8752,0.148027,-0.125348,0.011339,-0.011339,0.273376,3.657972,0.269208,0.000235,-106.96603609499999,6.452312,8.912574500000002,-16.307930465,-0.0031404099999999997,0.003988218,0.00400853,CC1(C2CC(C1(CC2=O)C)C(=O)O)C,deltaG_Ni_4,-0.0583059140001296,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_106840407,1.0120999999999998,1,86.63,3,3,-0.238783,0.003451,256.31859,40,2296.94775,1054.31734,0.0,1054.31734,1.2505,-140.53286,-8.97141,0.03565059,3.10308182,0.21,295.02,-0.5418662248,0.7985,0.163641,-0.117824,0.022908,-0.022908,0.281465,3.552836,0.247751,0.000932,-102.59497703,6.0660430000000005,9.1330315,-17.307398555,-0.0029848599999999998,0.003986577,0.004009178,CCC1CC(C(C1)C(=O)O)C(=O)NCCCCO,deltaG_Ni_4,-0.0557025339999199,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_956695,2.5849,2,62.22,4,2,-0.212779,-0.031345,219.23995,22,1705.17394,863.46934,12.15128,851.31806,1.4408,-158.11011,12.87745,0.05855564,3.14848208,9.54,232.25,-0.300832292,0.7994,0.144232,-0.09609,0.024071,-0.024071,0.240322,4.161089,0.260644,0.001206,-117.889553095,6.279558,9.3913195,-17.233642935,-0.003007035,0.0039854685,0.004011269,C1=CC(=CC=C1C(=O)O)NC2=NC=CS2,deltaG_Ni_4,-0.0573904799998672,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_141538967,2.2981000000000003,0,46.53,2,1,-0.247075,-0.006433,175.14242,23,1567.28053,794.2718,0.0,794.2718,1.2522,-146.75314,-27.89235,0.04984507,3.47129221,0.0,222.42,-0.5026043076,0.8215,0.167062,-0.128884,0.019089,-0.019089,0.295946,3.378993,0.233535,0.000616,-116.14768808,4.7402265,9.562739,-18.87726443,-0.00264047,0.003983884,0.0040097250000000004,CCC=CCOP(=O)(C=C)O,deltaG_Ni_4,-0.0407061639998573,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_9900879,4.654600000000005,1,46.53,2,1,-0.254301,-0.017001,297.35021,46,2777.45825,1365.58738,0.0,1365.58738,1.1997,-144.75748,-18.71378,0.04317287,2.80081713,0.0,382.4,-0.8232981833,0.6997,0.16927,-0.103534,0.032868,-0.032868,0.272804,3.665639,0.226829,0.00198,-115.487844915,4.3856465,9.607333,-18.95220274,-0.00285468,0.0039856100000000005,0.00400851,CCCCCCCCCCOP(=O)(C1=CC=CC=C1)O,deltaG_Ni_4,-0.0495128400002613,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_600651,3.546700000000002,1,46.53,2,1,-0.240803,0.000924,231.24889,35,2084.5331,948.44059,0.0,948.44059,1.2431,-148.93183,-33.6189,0.04595444,3.24747923,0.0,265.59,-0.8450322777,0.832,0.153417,-0.122723,0.015347,-0.015347,0.27614,3.621347,0.243502,0.000426,-115.70671266,4.1098345,9.449058,-18.342983465,-0.0026386350000000003,0.0039856525,0.004009492999999999,CC(C)(C)C1C=C(P(=O)(O1)O)C(C)(C)C,deltaG_Ni_4,-0.0681671840004582,0.55,28,1.91,58.69,4,7.63,18.16,35.19
CID_20475675,4.779800000000003,0,81.78,4,2,-0.24149,0.004648,336.42779,57,3232.35469,1594.10452,0.0,1594.10452,1.1663,-139.55156,-10.64563,0.04488138,2.40310861,0.0,446.39,-0.8816496085,0.6632,0.16343,-0.090753,0.036338,-0.036338,0.254182,3.934183,0.233601,0.002598,-111.11756845,4.144109,9.789659499999999,-19.640288795,-0.00279389,0.003984054,0.004009391,CCCCCCCCCCCCCCOP(=O)(O)OCCN,deltaG_Ni_4,-0.0409937499998704,0.55,28,1.91,58.69,4,7.63,18.16,35.19
